submission_id,QUD,RT,age,comments,endTime,experiment_id,fileID,gender,min_chars,optionLeft,optionRight,picture,question,response,startDate,startTime,timeSpent,trial_name,trial_number
409,,982,21,,1562336172198,71,16,female,NA,very bad,very good,images/stimuli/16.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,46
409,,980,21,,1562336172198,71,28,female,NA,very bad,very good,images/stimuli/28.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,47
409,,974,21,,1562336172198,71,55,female,NA,very bad,very good,images/stimuli/55.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,48
409,,1207,21,,1562336172198,71,2,female,NA,very bad,very good,images/stimuli/2.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,49
409,,931,21,,1562336172198,71,36,female,NA,very bad,very good,images/stimuli/36.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,50
409,,988,21,,1562336172198,71,47,female,NA,very bad,very good,images/stimuli/47.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,51
409,,946,21,,1562336172198,71,34,female,NA,very bad,very good,images/stimuli/34.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,52
409,,1093,21,,1562336172198,71,42,female,NA,very bad,very good,images/stimuli/42.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,53
409,,695,21,,1562336172198,71,19,female,NA,very bad,very good,images/stimuli/19.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,54
409,,848,21,,1562336172198,71,5,female,NA,very bad,very good,images/stimuli/5.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,55
409,,862,21,,1562336172198,71,53,female,NA,very bad,very good,images/stimuli/53.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,56
409,,785,21,,1562336172198,71,59,female,NA,very bad,very good,images/stimuli/59.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,57
409,,960,21,,1562336172198,71,46,female,NA,very bad,very good,images/stimuli/46.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,58
409,,916,21,,1562336172198,71,52,female,NA,very bad,very good,images/stimuli/52.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,59
409,,919,21,,1562336172198,71,27,female,NA,very bad,very good,images/stimuli/27.jpg,How much do you like this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b1_exp,60
409,,1601,21,,1562336172198,71,23,female,NA,not at all,very much,images/stimuli/23.jpg,How well can you identify patterns in this picture?,3,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,1
409,,1884,21,,1562336172198,71,4,female,NA,not at all,very much,images/stimuli/4.jpg,How well can you identify patterns in this picture?,5,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,2
409,,1279,21,,1562336172198,71,37,female,NA,not at all,very much,images/stimuli/37.jpg,How well can you identify patterns in this picture?,1,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,3
409,,1163,21,,1562336172198,71,56,female,NA,not at all,very much,images/stimuli/56.jpg,How well can you identify patterns in this picture?,7,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,4
409,,1074,21,,1562336172198,71,1,female,NA,not at all,very much,images/stimuli/1.jpg,How well can you identify patterns in this picture?,6,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,5
409,,1908,21,,1562336172198,71,46,female,NA,not at all,very much,images/stimuli/46.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,6
409,,1789,21,,1562336172198,71,17,female,NA,not at all,very much,images/stimuli/17.jpg,How well can you identify patterns in this picture?,3,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,7
409,,1026,21,,1562336172198,71,2,female,NA,not at all,very much,images/stimuli/2.jpg,How well can you identify patterns in this picture?,2,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,8
409,,570,21,,1562336172198,71,50,female,NA,not at all,very much,images/stimuli/50.jpg,How well can you identify patterns in this picture?,1,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,9
409,,1247,21,,1562336172198,71,16,female,NA,not at all,very much,images/stimuli/16.jpg,How well can you identify patterns in this picture?,7,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,10
409,,968,21,,1562336172198,71,36,female,NA,not at all,very much,images/stimuli/36.jpg,How well can you identify patterns in this picture?,6,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,11
409,,544,21,,1562336172198,71,8,female,NA,not at all,very much,images/stimuli/8.jpg,How well can you identify patterns in this picture?,5,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,12
409,,612,21,,1562336172198,71,12,female,NA,not at all,very much,images/stimuli/12.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,13
409,,1263,21,,1562336172198,71,27,female,NA,not at all,very much,images/stimuli/27.jpg,How well can you identify patterns in this picture?,3,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,14
409,,681,21,,1562336172198,71,38,female,NA,not at all,very much,images/stimuli/38.jpg,How well can you identify patterns in this picture?,2,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,15
409,,576,21,,1562336172198,71,59,female,NA,not at all,very much,images/stimuli/59.jpg,How well can you identify patterns in this picture?,1,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,16
409,,727,21,,1562336172198,71,19,female,NA,not at all,very much,images/stimuli/19.jpg,How well can you identify patterns in this picture?,7,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,17
409,,543,21,,1562336172198,71,40,female,NA,not at all,very much,images/stimuli/40.jpg,How well can you identify patterns in this picture?,6,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,18
409,,535,21,,1562336172198,71,6,female,NA,not at all,very much,images/stimuli/6.jpg,How well can you identify patterns in this picture?,5,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,19
409,,482,21,,1562336172198,71,32,female,NA,not at all,very much,images/stimuli/32.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,20
409,,646,21,,1562336172198,71,51,female,NA,not at all,very much,images/stimuli/51.jpg,How well can you identify patterns in this picture?,3,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,21
409,,525,21,,1562336172198,71,60,female,NA,not at all,very much,images/stimuli/60.jpg,How well can you identify patterns in this picture?,2,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,22
409,,641,21,,1562336172198,71,3,female,NA,not at all,very much,images/stimuli/3.jpg,How well can you identify patterns in this picture?,1,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,23
409,,790,21,,1562336172198,71,49,female,NA,not at all,very much,images/stimuli/49.jpg,How well can you identify patterns in this picture?,2,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,24
409,,515,21,,1562336172198,71,41,female,NA,not at all,very much,images/stimuli/41.jpg,How well can you identify patterns in this picture?,3,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,25
409,,585,21,,1562336172198,71,26,female,NA,not at all,very much,images/stimuli/26.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,26
409,,728,21,,1562336172198,71,9,female,NA,not at all,very much,images/stimuli/9.jpg,How well can you identify patterns in this picture?,5,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,27
409,,1169,21,,1562336172198,71,57,female,NA,not at all,very much,images/stimuli/57.jpg,How well can you identify patterns in this picture?,6,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,28
409,,550,21,,1562336172198,71,47,female,NA,not at all,very much,images/stimuli/47.jpg,How well can you identify patterns in this picture?,7,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,29
409,,557,21,,1562336172198,71,54,female,NA,not at all,very much,images/stimuli/54.jpg,How well can you identify patterns in this picture?,6,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,30
409,,556,21,,1562336172198,71,18,female,NA,not at all,very much,images/stimuli/18.jpg,How well can you identify patterns in this picture?,5,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,31
409,,453,21,,1562336172198,71,11,female,NA,not at all,very much,images/stimuli/11.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,32
409,,527,21,,1562336172198,71,58,female,NA,not at all,very much,images/stimuli/58.jpg,How well can you identify patterns in this picture?,3,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,33
409,,1086,21,,1562336172198,71,22,female,NA,not at all,very much,images/stimuli/22.jpg,How well can you identify patterns in this picture?,2,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,34
409,,643,21,,1562336172198,71,15,female,NA,not at all,very much,images/stimuli/15.jpg,How well can you identify patterns in this picture?,1,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,35
409,,676,21,,1562336172198,71,55,female,NA,not at all,very much,images/stimuli/55.jpg,How well can you identify patterns in this picture?,2,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,36
409,,1029,21,,1562336172198,71,14,female,NA,not at all,very much,images/stimuli/14.jpg,How well can you identify patterns in this picture?,3,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,37
409,,2165,21,,1562336172198,71,29,female,NA,not at all,very much,images/stimuli/29.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,38
409,,472,21,,1562336172198,71,44,female,NA,not at all,very much,images/stimuli/44.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,39
409,,189,21,,1562336172198,71,43,female,NA,not at all,very much,images/stimuli/43.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,40
409,,188,21,,1562336172198,71,53,female,NA,not at all,very much,images/stimuli/53.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,41
409,,192,21,,1562336172198,71,33,female,NA,not at all,very much,images/stimuli/33.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,42
409,,203,21,,1562336172198,71,31,female,NA,not at all,very much,images/stimuli/31.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,43
409,,193,21,,1562336172198,71,30,female,NA,not at all,very much,images/stimuli/30.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,44
409,,237,21,,1562336172198,71,34,female,NA,not at all,very much,images/stimuli/34.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,45
409,,179,21,,1562336172198,71,48,female,NA,not at all,very much,images/stimuli/48.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,46
409,,245,21,,1562336172198,71,42,female,NA,not at all,very much,images/stimuli/42.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,47
409,,195,21,,1562336172198,71,5,female,NA,not at all,very much,images/stimuli/5.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,48
409,,187,21,,1562336172198,71,25,female,NA,not at all,very much,images/stimuli/25.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,49
409,,182,21,,1562336172198,71,21,female,NA,not at all,very much,images/stimuli/21.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,50
409,,203,21,,1562336172198,71,13,female,NA,not at all,very much,images/stimuli/13.jpg,How well can you identify patterns in this picture?,4,Fri Jul 05 2019 16:08:36 GMT+0200 (Mitteleuropäische Sommerzeit),1562335716346,7.597533333333334,b2_exp,51
